Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),CORE:Zone Air Temperature [C](Hourly),CORE:Zone Air Relative Humidity [%](Hourly),EAST PERIMETER:Zone Air Temperature [C](Hourly),EAST PERIMETER:Zone Air Relative Humidity [%](Hourly),NORTH PERIMETER:Zone Air Temperature [C](Hourly),NORTH PERIMETER:Zone Air Relative Humidity [%](Hourly),PLENUM:Zone Air Temperature [C](Hourly),PLENUM:Zone Air Relative Humidity [%](Hourly),SOUTH PERIMETER:Zone Air Temperature [C](Hourly),SOUTH PERIMETER:Zone Air Relative Humidity [%](Hourly),WEST PERIMETER:Zone Air Temperature [C](Hourly),WEST PERIMETER:Zone Air Relative Humidity [%](Hourly),LOZARADIANTE_ZONAEAST:Zone Radiant HVAC Heating Rate [W](Hourly),LOZARADIANTE_ZONAEAST:Zone Radiant HVAC Mass Flow Rate [kg/s](Hourly),LOZARADIANTE_ZONAEAST:Zone Radiant HVAC Inlet Temperature [C](Hourly),LOZARADIANTE_ZONAEAST:Zone Radiant HVAC Outlet Temperature [C](Hourly),LOZARADIANTE_ZONANORTH:Zone Radiant HVAC Heating Rate [W](Hourly),LOZARADIANTE_ZONANORTH:Zone Radiant HVAC Mass Flow Rate [kg/s](Hourly),LOZARADIANTE_ZONANORTH:Zone Radiant HVAC Inlet Temperature [C](Hourly),LOZARADIANTE_ZONANORTH:Zone Radiant HVAC Outlet Temperature [C](Hourly),LOZARADIANTE_ZONASOUTH:Zone Radiant HVAC Heating Rate [W](Hourly),LOZARADIANTE_ZONASOUTH:Zone Radiant HVAC Mass Flow Rate [kg/s](Hourly),LOZARADIANTE_ZONASOUTH:Zone Radiant HVAC Inlet Temperature [C](Hourly),LOZARADIANTE_ZONASOUTH:Zone Radiant HVAC Outlet Temperature [C](Hourly),LOZARADIANTE_ZONAWEST:Zone Radiant HVAC Heating Rate [W](Hourly),LOZARADIANTE_ZONAWEST:Zone Radiant HVAC Mass Flow Rate [kg/s](Hourly),LOZARADIANTE_ZONAWEST:Zone Radiant HVAC Inlet Temperature [C](Hourly),LOZARADIANTE_ZONAWEST:Zone Radiant HVAC Outlet Temperature [C](Hourly),BOMBACALOR_HP:Heat Pump Electricity Rate [W](Hourly),NODO_SALIDA_AIRE_HP:System Node Temperature [C](Hourly),NODO_SUPPLY_INLET:System Node Temperature [C](Hourly),NODO_SALIDA_BOMBA:System Node Temperature [C](Hourly),NODO_ENTRADA_CONDENSADOR:System Node Temperature [C](Hourly),NODO_SALIDA_CONDENSADOR:System Node Temperature [C](Hourly),NODO_SUPPLY_OUTLET:System Node Temperature [C](Hourly),NODO_DEMAND_INLET:System Node Temperature [C](Hourly),NODO_DEMAND_OUTLET:System Node Temperature [C](Hourly),NODO_AIRE_ZONA_NORTH:System Node Temperature [C](Hourly),NODO_AIRE_ZONA_SOUTH:System Node Temperature [C](Hourly),NODO_DEMAND_INLET_NORTH:System Node Temperature [C](Hourly),NODO_DEMAND_INLET_SOUTH:System Node Temperature [C](Hourly),NODO_DEMAND_OUTLET_NORTH:System Node Temperature [C](Hourly),NODO_DEMAND_OUTLET_SOUTH:System Node Temperature [C](Hourly),NODO_IN_PIPE_OUT_DEMANDA:System Node Temperature [C](Hourly),NODO_OUT_PIPE_IN_DEMANDA:System Node Temperature [C](Hourly),NODO_DEMAND_INLET_EAST:System Node Temperature [C](Hourly),NODO_DEMAND_OUTLET_EAST:System Node Temperature [C](Hourly),NODO_DEMAND_INLET_WEST:System Node Temperature [C](Hourly),NODO_DEMAND_OUTLET_WEST:System Node Temperature [C](Hourly),NODO_AIRE_ZONA_EAST:System Node Temperature [C](Hourly),NODO_AIRE_ZONA_WEST:System Node Temperature [C](Hourly),NODO_AIREEXTERIOR_HP:System Node Temperature [C](Hourly),Heat Pump:Heating:Electricity [J](Hourly) 
 07/21  01:00:00,21.708,86.14112420231295,17.88882551725375,97.11241278677146,21.903162394631316,85.15887726400351,21.460452719895862,100.0,21.744121628883946,85.95164176967546,18.131556737032163,100.0,22.275831017996985,83.24622983765974,5278.175959507361,0.33329933333333334,26.910337873715562,23.121226728809923,8230.037130661916,0.33329933333333334,26.910337873715562,21.002136696667655,0.0,0.0,0.0,0.0,4904.774749857759,0.33329933333333334,26.910337873715562,23.38928499292176,1560.1946700335961,7.489317386181745,22.521224169906546,22.521224169906546,22.521224169906546,26.524874535460246,26.524874535460246,26.52274098317454,22.504216139466447,21.460452719895862,18.131556737032163,26.52274098317454,26.52274098317454,21.002136696667655,26.910337873715562,22.504216139466447,26.52274098317454,26.52274098317454,23.121226728809923,26.52274098317454,23.38928499292176,21.903162394631316,22.275831017996985,21.708,5616700.812120946 
 07/21  02:00:00,21.272,88.46732533803886,17.783341255536513,97.75981815476774,21.894951609281634,85.19617417213007,21.414215876170317,100.0,21.356472199211453,88.01533679725856,17.967123601562015,100.0,22.197557173726295,83.63861390320346,5217.5054735788135,0.33329933333333334,27.00360820234421,23.258068068527784,8210.638664795235,0.33329933333333334,27.00360820234421,21.109359159399695,0.0,0.0,0.0,0.0,4991.617539988436,0.33329933333333334,27.00360820234421,23.420228381618195,1555.4802982994165,7.0488796650743994,22.613505037232148,22.613505037232148,22.613505037232148,26.617190758224986,26.617190758224986,26.61566871927206,22.595885203181897,21.414215876170317,17.967123601562015,26.61566871927206,26.61566871927206,21.109359159399695,27.00360820234421,22.595885203181897,26.61566871927206,26.61566871927206,23.258068068527784,26.61566871927206,23.420228381618195,21.894951609281634,22.197557173726295,21.272,5599729.073877899 
 07/21  03:00:00,20.945,90.25843905933759,17.698977129260907,98.28103602047563,21.909280057830486,85.11646540522905,21.400164579200094,100.0,21.09921619510222,89.41529681686988,17.827090408714987,100.0,22.15222275530831,83.86473423821946,5226.058805911541,0.33329933333333334,27.111621551573013,23.359960547214214,8239.733451911467,0.33329933333333334,27.111621551573013,21.19651653153773,0.0,0.0,0.0,0.0,5077.741950061745,0.33329933333333334,27.111621551573013,23.466433624737064,1551.479313069163,6.71811550729962,22.692154077952633,22.692154077952633,22.692154077952633,26.69586993213487,26.69586993213487,26.694599437445984,22.67430356782967,21.400164579200094,17.827090408714987,26.694599437445984,26.694599437445984,21.19651653153773,27.111621551573013,22.67430356782967,26.694599437445984,26.694599437445984,23.359960547214214,26.694599437445984,23.466433624737064,21.909280057830486,22.15222275530831,20.945,5585325.527048987 
 07/21  04:00:00,20.618000000000002,92.09049324200221,17.632926838929542,98.69134444179876,21.92310423506627,85.03970129246153,21.38966239583481,100.0,20.9258123709324,90.37336335738586,17.71459423748907,100.0,22.113827553929625,84.05625368422159,5209.002498471253,0.33329933333333334,27.172828551471277,23.433422809603375,8231.468132997712,0.33329933333333334,27.172828551471277,21.263674311371005,0.0,0.0,0.0,0.0,5107.603690748047,0.33329933333333334,27.172828551471277,23.50621434386161,1548.416183762579,6.388230226352135,22.752575988791396,22.752575988791396,22.752575988791396,26.75631499302239,26.75631499302239,26.755307575340932,22.734437154945333,21.38966239583481,17.71459423748907,26.755307575340932,26.755307575340932,21.263674311371005,27.172828551471277,22.734437154945333,26.755307575340932,26.755307575340932,23.433422809603375,26.755307575340932,23.50621434386161,21.92310423506627,22.113827553929625,20.618000000000002,5574298.261545285 
 07/21  05:00:00,20.4,93.33509383335124,17.574986832458784,99.05285179888998,21.93302068694794,84.98357714209072,21.376899338894475,100.0,20.747294612310068,91.37176793882924,17.616907551179878,100.0,22.077683130970538,84.23701061348679,5199.587139217597,0.33329933333333334,27.21817941090902,23.485540808084416,8224.34997317383,0.33329933333333334,27.21817941090902,21.31414792320373,0.0,0.0,0.0,0.0,5128.620519112907,0.33329933333333334,27.21817941090902,23.536485765563214,1546.1635016220885,6.168109310944745,22.797127875302436,22.797127875302436,22.797127875302436,26.80088394931311,26.80088394931311,26.800141133374932,22.77872483228379,21.376899338894475,17.616907551179878,26.800141133374932,26.800141133374932,21.31414792320373,27.21817941090902,22.77872483228379,26.800141133374932,26.800141133374932,23.485540808084416,26.800141133374932,23.536485765563214,21.93302068694794,22.077683130970538,20.4,5566188.605839519 
 07/21  06:00:00,20.618000000000002,92.09049324200221,17.521638768463244,99.38702997002984,21.945175486532694,84.91653590280826,21.36984956615913,100.0,20.57631279484335,92.33968069191604,17.540575038651056,100.0,22.052712907254126,84.36134243651182,5193.753147542418,0.33329933333333334,27.252288630813446,23.52384417362224,8218.564710071876,0.33329933333333334,27.252288630813446,21.352419852137633,0.0,0.0,0.0,0.0,5143.397139151386,0.33329933333333334,27.252288630813446,23.559993288730002,1544.4707641962532,6.384533022708112,22.830671008424975,22.830671008424975,22.830671008424975,26.834439934375624,26.834439934375624,26.833880667957914,22.812085771496626,21.36984956615913,17.540575038651056,26.833880667957914,26.833880667957914,21.352419852137633,27.252288630813446,22.812085771496626,26.833880667957914,26.833880667957914,23.52384417362224,26.833880667957914,23.559993288730002,21.945175486532694,22.052712907254126,20.618000000000002,5560094.751106512 
 07/21  07:00:00,21.381,87.87922694769075,17.47387728297448,99.68728192597182,21.96901008431692,84.79028272913794,21.37893192660335,100.0,20.426056920450364,93.19978940340357,17.49766120621714,100.0,22.048136125906268,84.3820521544774,5190.004320665428,0.33329933333333334,27.278384981235593,23.552636350610904,8214.008850867625,0.33329933333333334,27.278384981235593,21.381794085115615,0.0,0.0,0.0,0.0,5153.978000495286,0.33329933333333334,27.278384981235593,23.578498566660688,1543.176386056097,7.146354903384362,22.85635836099884,22.85635836099884,22.85635836099884,26.86013712902904,26.86013712902904,26.859708842451486,22.837643000795737,21.37893192660335,17.49766120621714,26.859708842451486,26.859708842451486,21.381794085115615,27.278384981235593,22.837643000795737,26.859708842451486,26.859708842451486,23.552636350610904,26.859708842451486,23.578498566660688,21.96901008431692,22.048136125906268,21.381,5555434.98980195 
 07/21  08:00:00,23.234,78.52564149562613,17.434880582176525,99.93319250372123,22.02481795171838,84.50142988266374,21.42505406042097,100.0,20.311936344516834,93.85908058181155,17.512665886366257,100.0,22.082694670556513,84.20375857699176,5187.412468824929,0.33329933333333334,27.299452363965067,23.575568100332223,8210.527687796057,0.33329933333333334,27.299452363965067,21.40536643259677,0.0,0.0,0.0,0.0,5161.507588140422,0.33329933333333334,27.299452363965067,23.594164419424267,1542.12930353729,8.998458492451002,22.877162289918168,22.877162289918168,22.877162289918168,26.880949028985235,26.880949028985235,26.880602163985966,22.85836631745109,21.42505406042097,17.512665886366257,26.880602163985966,26.880602163985966,21.40536643259677,27.299452363965067,22.85836631745109,26.880602163985966,26.880602163985966,23.575568100332223,26.880602163985966,23.594164419424267,22.02481795171838,22.082694670556513,23.234,5551665.492734244 
 07/21  09:00:00,25.305,69.37491821244113,17.538890558040002,99.27921989534042,23.591059549444946,76.86573603192673,22.761555239765954,95.18261165057416,20.331069306607247,93.74824358215142,17.702501712592316,99.15576335324994,22.36097271179044,82.79285920291692,1209.1034510450208,0.07654279867431725,27.10927114585119,25.414809314985412,6442.750053632325,0.269341608620016,27.94571501674624,22.94932136771264,0.0,0.0,0.0,0.0,9167.263084567921,0.6506739927056668,28.285583037955366,24.937025847204428,1494.7612701840685,11.00433581234849,24.209985771037513,24.209985771037513,24.209985771037513,28.219352375052285,28.219352375052285,28.15134534119844,24.261085635739477,22.761555239765954,17.702501712592316,28.15134534119844,28.15134534119844,23.289189388921763,28.285583037955366,24.261085635739477,28.15134534119844,28.15134534119844,26.59112120708959,28.15134534119844,24.937025847204428,23.591059549444946,22.36097271179044,25.305,5381140.572662646 
 07/21  10:00:00,27.158,62.19742702272889,17.742276391209582,98.01386343676855,25.477916052589187,68.66933820872532,24.22855518410975,90.48874763235239,20.548457720336252,92.49858584961662,18.097969947888632,97.06186199956187,23.045650736725673,79.42842913720466,0.0,0.0,27.08970653195369,27.08970653195369,1484.3427862105846,0.04612404952904688,29.466269290385068,28.366393746563595,0.0,0.0,0.0,0.0,3175.279674217939,0.19731749199640453,31.39668626718682,30.2997507964652,421.29458291955655,23.030270499864613,28.072323609383147,28.072323609383147,28.072323609383147,29.227230373044176,29.227230373044176,31.768923738888496,30.655925575948313,24.22855518410975,18.097969947888632,31.768923738888496,31.768923738888496,28.419505287816875,29.519380831638347,30.655925575948313,31.768923738888496,31.768923738888496,29.519380831638347,31.768923738888496,28.422445360916733,25.477916052589187,23.045650736725673,27.158,1516660.4985104036 
